unit,category,use,translation,item,subcategory,value,date,source,jason_notes
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1647,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1648,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1649,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1650,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1651,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1652,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1653,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1654,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1655,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1656,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1657,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1658,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1659,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1660,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1661,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1662,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1663,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1664,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1665,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1666,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1667,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1668,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1669,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1670,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1671,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1672,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1673,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1674,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1675,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1676,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1677,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1678,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1679,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1680,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1681,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1682,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1683,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1684,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1685,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1686,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1687,,
Stof,Fish,,?,StÙckcaru¤en [Laru¤en?],,null,1688,,
Stof,Fish,,?,Spei¤caru¤in,,null,1640,,
Stof,Fish,,?,Spei¤caru¤in,,1776,1641,,
Stof,Fish,,?,Spei¤caru¤in,,null,1642,,
Stof,Fish,,?,Spei¤caru¤in,,null,1643,,
Stof,Fish,,?,Spei¤caru¤in,,null,1644,,
Stof,Fish,,?,Spei¤caru¤in,,1321,1645,,
Stof,Fish,,?,Spei¤caru¤in,,,1646,,1164 stof (+598 pieces)
Stof,Fish,,?,Spei¤caru¤in,,null,1647,,
Stof,Fish,,?,Spei¤caru¤in,,null,1648,,
Stof,Fish,,?,Spei¤caru¤in,,null,1649,,
Stof,Fish,,?,Spei¤caru¤in,,null,1650,,
Stof,Fish,,?,Spei¤caru¤in,,null,1651,,
Stof,Fish,,?,Spei¤caru¤in,,null,1652,,
Stof,Fish,,?,Spei¤caru¤in,,null,1653,,
Stof,Fish,,?,Spei¤caru¤in,,null,1654,,
Stof,Fish,,?,Spei¤caru¤in,,null,1655,,
Stof,Fish,,?,Spei¤caru¤in,,null,1656,,
Stof,Fish,,?,Spei¤caru¤in,,null,1657,,
Stof,Fish,,?,Spei¤caru¤in,,null,1658,,
Stof,Fish,,?,Spei¤caru¤in,,null,1659,,
Stof,Fish,,?,Spei¤caru¤in,,null,1660,,
Stof,Fish,,?,Spei¤caru¤in,,null,1661,,
Stof,Fish,,?,Spei¤caru¤in,,null,1662,,
Stof,Fish,,?,Spei¤caru¤in,,null,1663,,
Stof,Fish,,?,Spei¤caru¤in,,null,1664,,
Stof,Fish,,?,Spei¤caru¤in,,null,1665,,
Stof,Fish,,?,Spei¤caru¤in,,null,1666,,
Stof,Fish,,?,Spei¤caru¤in,,null,1667,,
Stof,Fish,,?,Spei¤caru¤in,,0,1668,,
Stof,Fish,,?,Spei¤caru¤in,,null,1669,,
Stof,Fish,,?,Spei¤caru¤in,,null,1670,,
Stof,Fish,,?,Spei¤caru¤in,,null,1671,,
Stof,Fish,,?,Spei¤caru¤in,,null,1672,,
Stof,Fish,,?,Spei¤caru¤in,,null,1673,,
Stof,Fish,,?,Spei¤caru¤in,,null,1674,,
Stof,Fish,,?,Spei¤caru¤in,,null,1675,,
Stof,Fish,,?,Spei¤caru¤in,,null,1676,,
Stof,Fish,,?,Spei¤caru¤in,,null,1677,,
Stof,Fish,,?,Spei¤caru¤in,,null,1678,,
Stof,Fish,,?,Spei¤caru¤in,,null,1679,,
Stof,Fish,,?,Spei¤caru¤in,,null,1680,,
Stof,Fish,,?,Spei¤caru¤in,,null,1681,,
Stof,Fish,,?,Spei¤caru¤in,,null,1682,,
Stof,Fish,,?,Spei¤caru¤in,,null,1683,,
Stof,Fish,,?,Spei¤caru¤in,,null,1684,,
Stof,Fish,,?,Spei¤caru¤in,,null,1685,,
Stof,Fish,,?,Spei¤caru¤in,,null,1686,,
Stof,Fish,,?,Spei¤caru¤in,,null,1687,,
Stof,Fish,,?,Spei¤caru¤in,,null,1688,,
Stof,Fish,,,Spei¤fische,,null,1640,,
Stof,Fish,,,Spei¤fische,,5280,1641,,
Stof,Fish,,,Spei¤fische,,null,1642,,
Stof,Fish,,,Spei¤fische,,null,1643,,
Stof,Fish,,,Spei¤fische,,4032,1644,,
Stof,Fish,,,Spei¤fische,,3576,1645,,
Stof,Fish,,,Spei¤fische,,504,1646,,
Stof,Fish,,,Spei¤fische,,null,1647,,
Stof,Fish,,,Spei¤fische,,null,1648,,
Stof,Fish,,,Spei¤fische,,null,1649,,
Stof,Fish,,,Spei¤fische,,null,1650,,
Stof,Fish,,,Spei¤fische,,null,1651,,
Stof,Fish,,,Spei¤fische,,null,1652,,
Stof,Fish,,,Spei¤fische,,null,1653,,
Stof,Fish,,,Spei¤fische,,null,1654,,
Stof,Fish,,,Spei¤fische,,null,1655,,
Stof,Fish,,,Spei¤fische,,null,1656,,
Stof,Fish,,,Spei¤fische,,null,1657,,
Stof,Fish,,,Spei¤fische,,null,1658,,
Stof,Fish,,,Spei¤fische,,288,1659,,
Stof,Fish,,,Spei¤fische,,null,1660,,
Stof,Fish,,,Spei¤fische,,null,1661,,
Stof,Fish,,,Spei¤fische,,null,1662,,
Stof,Fish,,,Spei¤fische,,1188,1663,,
Stof,Fish,,,Spei¤fische,,null,1664,,
Stof,Fish,,,Spei¤fische,,null,1665,,
Stof,Fish,,,Spei¤fische,,null,1666,,
Stof,Fish,,,Spei¤fische,,null,1667,,
Stof,Fish,,,Spei¤fische,,156,1668,,
Stof,Fish,,,Spei¤fische,,null,1669,,
Stof,Fish,,,Spei¤fische,,null,1670,,
Stof,Fish,,,Spei¤fische,,null,1671,,
Stof,Fish,,,Spei¤fische,,null,1672,,
Stof,Fish,,,Spei¤fische,,null,1673,,
Stof,Fish,,,Spei¤fische,,null,1674,,
Stof,Fish,,,Spei¤fische,,null,1675,,
Stof,Fish,,,Spei¤fische,,null,1676,,
Stof,Fish,,,Spei¤fische,,null,1677,,
Stof,Fish,,,Spei¤fische,,null,1678,,
Stof,Fish,,,Spei¤fische,,84,1679,,
Stof,Fish,,,Spei¤fische,,null,1680,,
Stof,Fish,,,Spei¤fische,,null,1681,,
Stof,Fish,,,Spei¤fische,,null,1682,,
Stof,Fish,,,Spei¤fische,,null,1683,,
Stof,Fish,,,Spei¤fische,,null,1684,,
Stof,Fish,,,Spei¤fische,,null,1685,,
Stof,Fish,,,Spei¤fische,,null,1686,,
Stof,Fish,,,Spei¤fische,,null,1687,,
Stof,Fish,,,Spei¤fische,,null,1688,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1640,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,1,1641,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1642,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1643,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1644,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,266,1645,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,,1646,,840 (1406 pieces)
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1647,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1648,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1649,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1650,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1651,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1652,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1653,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1654,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1655,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1656,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1657,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1658,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1659,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1660,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1661,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1662,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1663,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1664,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1665,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1666,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1667,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1668,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1669,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1670,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1671,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1672,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1673,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1674,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1675,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1676,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1677,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1678,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1679,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1680,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1681,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1682,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1683,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1684,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1685,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1686,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1687,,
Stof,Fish,,http://en.wikipedia.org/wiki/Tench,Schle¯en,,null,1688,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1640,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1641,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1642,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1643,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1644,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1645,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,0,1646,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1647,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1648,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1649,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1650,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1651,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1652,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1653,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1654,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1655,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,27,1656,- Rentspeicher Records!,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1657,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1658,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1659,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1660,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1661,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1662,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,28,1663,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1664,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1665,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1666,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1667,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,0,1668,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1669,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1670,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1671,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1672,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1673,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1674,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1675,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1676,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1677,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1678,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1679,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1680,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1681,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1682,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1683,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1684,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1685,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1686,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1687,,
Pfund (lb),Fruit,preserved (dried),dates,Dattelln,,null,1688,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1640,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1641,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1642,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1643,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1644,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1645,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1646,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1647,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1648,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1649,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1650,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1651,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1652,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1653,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1654,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1655,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,100,1656,- Rentspeicher Records!,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,24,1657,: Au¤gabe,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1658,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,0,1659,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1660,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1661,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1662,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,0,1663,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,150,1664,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1665,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1666,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1667,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,6,1668,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1669,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,2,1670,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,4,1671,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1672,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1673,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1674,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1675,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1676,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1677,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1678,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1679,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1680,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1681,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1682,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1683,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1684,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1685,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1686,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1687,,
Pfund (lb),Fruit,preserved (dried),dried plums,Brunellen,,null,1688,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1640,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,425.5,1641,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1642,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1643,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,214.75,1644,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,496.75,1645,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,661.2,1646,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1647,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,24,1648,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1649,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1650,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1651,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1652,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1653,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1654,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1655,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,264,1656,- Rentspeicher Records!,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1657,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1658,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,49,1659,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1660,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1661,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1662,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,859,1663,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,369.5,1664,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1665,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1666,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1667,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,6,1668,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1669,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,26,1670,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,42,1671,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,90,1672,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,61,1673,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,10,1674,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1675,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1676,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1677,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1678,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,24,1679,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1680,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1681,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1682,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1683,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1684,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1685,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1686,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1687,,
Pfund (lb),Fruit,preserved (dried),raisins,Rosinen,preserved,null,1688,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1640,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,434,1641,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1642,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1643,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,245.75,1644,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,580,1645,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,663.25,1646,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1647,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,30,1648,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1649,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1650,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1651,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1652,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1653,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1654,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1655,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,242.5,1656,- Rentspeicher Records!,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1657,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1658,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,42,1659,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1660,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1661,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1662,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,1937,1663,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,416,1664,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1665,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1666,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1667,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,6,1668,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,null,1669,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,12,1670,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,24,1671,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,60,1672,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,36.5,1673,,
Pfund (lb),Fruit,preserved (dried),currant,Korinthen / Corinthen,preserved,10,1674,,
