unit,category,use,translation,item,subcategory,value,year,source,jason_notes
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1649.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1650.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1651.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1652.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1653.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1654.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1655.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1656.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1657.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1658.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1660.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1661.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1662.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1665.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1666.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1667.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1669.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1670.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1681.0,,
Stück (Piece),Dairy,,B'burg hard cheese,Knapkese / Knabkese,,null,1687.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1640.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1642.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1643.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1647.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1648.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1649.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1650.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1651.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1652.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1653.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1654.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1655.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1656.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1657.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1658.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1660.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1661.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1662.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1665.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1666.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1667.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1669.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1672.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1673.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1674.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1675.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1676.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1677.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1678.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1680.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1681.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1682.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1683.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1684.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1685.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1686.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1687.0,,
Stück (Piece),Fruit,,citron,Cittronen [Zittronen],Citrus,null,1688.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1640.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1642.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1643.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1647.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1649.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1650.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1651.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1652.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1653.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1654.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1655.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1658.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1660.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1661.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1662.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1663.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1665.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1666.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1667.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1669.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1671.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1674.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1675.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1676.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1677.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1678.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1680.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1681.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1682.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1683.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1684.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1685.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1686.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1687.0,,
Stück (Piece),Fruit,,lemons,Lemonien / Limonien,Citrus,null,1688.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1640.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1642.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1643.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1647.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1648.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1649.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1650.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1651.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1652.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1653.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1654.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1655.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1656.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1657.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1658.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1660.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1661.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1665.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1666.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1667.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1669.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1672.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1673.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1674.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1675.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1676.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1677.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1678.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1679.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1680.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1681.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1682.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1683.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1684.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1685.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1686.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1687.0,,
Stof (Fluids),Meat,,cow tongue,Rindtzung,Beef,null,1688.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1640.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1641.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1642.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1643.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1644.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1645.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1646.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1647.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1648.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1649.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1650.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1651.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1652.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1653.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1654.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1655.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1656.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1657.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1658.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1659.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1660.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1661.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1662.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1663.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1665.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1666.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1667.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1668.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1669.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1670.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1671.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1672.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1673.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1674.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1675.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1676.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1677.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1678.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1679.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1680.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1681.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1682.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1683.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1684.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1685.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1686.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1687.0,,
Stück (Piece),Meat,preserved (brined/pickled),brined/pickled castrated ram (wether),Pökell Schöpsen,,null,1688.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1640.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1642.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1643.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1647.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1648.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1649.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1650.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1651.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1652.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1653.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1654.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1655.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1656.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1657.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1658.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1660.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1661.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1662.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1665.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1666.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1667.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1669.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1674.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1675.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1676.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1677.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1678.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1680.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1682.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1683.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1684.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1685.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1686.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1687.0,,
Stück (Piece),Meat,preserved (cured),dried beef,Treügrindtfleisch,Beef,null,1688.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1640.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1642.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1643.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1645.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1647.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1648.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1649.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1650.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1651.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1652.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1653.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1654.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1655.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1656.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1657.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1658.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1660.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1661.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1662.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1663.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1664.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1665.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1666.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1667.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1669.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1670.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1671.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1672.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1673.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1674.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1675.0,,
Stück (Piece),Meat,preserved (cured),dried sheep,Treüge Schöpsen und Schaaf (1659),other,null,1676.0,,
