unit,category,use,translation,item,subcategory,value,year,source,jason_notes
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1658.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1659.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1660.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1661.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1662.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1663.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1664.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1665.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1666.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1667.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1668.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1669.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1670.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1673.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1674.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1675.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1676.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1677.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1678.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1679.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1680.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1681.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1682.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1683.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1684.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1685.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1686.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1687.0,,
Stof (Fluids),Acid,,cooking wine,Kochwein,,null,1688.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1640.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1641.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1642.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1643.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1644.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1645.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1646.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1647.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1648.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1649.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1650.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1651.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1652.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1653.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1654.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1655.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1656.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1657.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1658.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1659.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1660.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1661.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1662.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1663.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1664.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1665.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1666.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1667.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1668.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1669.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1670.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1673.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1674.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1675.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1676.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1677.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1678.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1679.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1680.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1681.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1682.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1683.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1684.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1685.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1686.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1687.0,,
Stof (Fluids),Acid,,Wine vinegar,Weineßig,,null,1688.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1640.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1642.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1643.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1647.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1648.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1649.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1650.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1651.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1652.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1653.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1654.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1655.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1656.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1657.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1658.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1660.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1661.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1665.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1666.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1667.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1669.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1674.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1675.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1676.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1677.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1678.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1680.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1682.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1683.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1684.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1685.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1686.0,,
Stück (Piece),Beef,,calf/veal,Kälber,Beef,null,1688.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1640.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1641.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1642.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1643.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1644.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1645.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1646.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1647.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1648.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1649.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1650.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1651.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1652.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1653.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1654.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1655.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1656.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1657.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1658.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1659.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1660.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1661.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1662.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1663.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1664.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1665.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1666.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1667.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1668.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1669.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1672.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1673.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1674.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1675.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1676.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1677.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1678.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1679.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1680.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1681.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1682.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1683.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1684.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1685.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1686.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1687.0,,
Stück (Piece),Beef,,calf trunk,Kälberrümpffe,Beef,null,1688.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1640.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1641.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1642.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1643.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1644.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1647.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1648.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1649.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1650.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1651.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1652.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1653.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1654.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1655.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1656.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1657.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1658.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1659.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1660.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1661.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1662.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1663.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1664.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1665.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1666.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1667.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1668.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1669.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1670.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1671.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1672.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1673.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1674.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1675.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1676.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1677.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1678.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1679.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1680.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1681.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1682.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1683.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1684.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1685.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1686.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1687.0,,
Stück (Piece),Beef,,http://en.wikipedia.org/wiki/Aurochs,Auern,game,null,1688.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1640.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1642.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1643.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1647.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1649.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1650.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1651.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1652.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1653.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1654.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1655.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1656.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1657.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1658.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1660.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1661.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1666.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1667.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1669.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1671.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1674.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1675.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1676.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1677.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1678.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1680.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1681.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1682.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1683.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1684.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1685.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1686.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1687.0,,
Stück (Piece),Beef,,cow trunk?,Ochßenrümpffe,Beef,null,1688.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1640.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1642.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1643.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1647.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1648.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1649.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1650.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1651.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1652.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1653.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1654.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1655.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1656.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1657.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1658.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1660.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1661.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1662.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1666.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1667.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1669.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1670.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1671.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1672.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1673.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1674.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1675.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1676.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1677.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1678.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1679.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1680.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1681.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1682.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1683.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1684.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1685.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1686.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1687.0,,
Stück (Piece),Beef,,cow,Kühe,Beef,null,1688.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1640.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1642.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1643.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1647.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1648.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1649.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1650.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1651.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1652.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1653.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1654.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1655.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1656.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1657.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1658.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1660.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1661.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1662.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1664.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1666.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1667.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1668.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1669.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1670.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1671.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1672.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1673.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1674.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1675.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1676.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1677.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1678.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1679.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1680.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1681.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1682.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1683.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1684.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1685.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1686.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1687.0,,
Stof (Fluids),Beef (preserved),,corned beef,Pökelrindfleisch,,null,1688.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1640.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1641.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1642.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1643.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1644.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1647.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1648.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1649.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1650.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1651.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1652.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1653.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1654.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1655.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1657.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1658.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1659.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1660.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1661.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1662.0,,
Pfund (lb),Fish,Bi-product,fish guts,Hausenblasen,,null,1665.0,,
